,stop_id,stop_name,stop_lat,stop_lon,suburb
79,19904,Glenferrie Railway Station (Hawthorn),-37.8214668222115,145.036438832309,Hawthorn
80,19905,Hawthorn Railway Station (Hawthorn),-37.8218260089713,145.022898658759,Hawthorn
81,19906,Burnley Railway Station (Burnley),-37.8275602161665,145.007555147088,Burnley
82,19907,East Richmond Railway Station (Richmond),-37.8263999511153,144.997065693883,Richmond
83,19908,Richmond Railway Station (Richmond),-37.8240744554248,144.990164256273,Richmond
84,19909,Heyington Railway Station (Toorak),-37.8346724432589,145.022635270015,Toorak
85,19910,Kooyong Railway Station (Kooyong),-37.8399289425903,145.033551606384,Kooyong
86,19911,Tooronga Railway Station (Malvern),-37.8493655341752,145.041733743833,Malvern
87,19912,Gardiner Railway Station (Glen Iris),-37.8532790774224,145.051654659477,Glen Iris
88,19913,Springvale Railway Station (Springvale),-37.949508781663,145.153451830727,Springvale
89,19914,Westall Railway Station (Clayton South),-37.938491213899,145.13883262698,Clayton South
90,19915,Clayton Railway Station (Clayton),-37.9246825520153,145.120534360257,Clayton
91,19916,Huntingdale Railway Station (Oakleigh),-37.9110173407217,145.102364317185,Oakleigh
92,19917,Oakleigh Railway Station (Oakleigh),-37.900372141144,145.08830786927,Oakleigh
93,19918,Hughesdale Railway Station (Hughesdale),-37.8942488758946,145.076434737963,Hughesdale
94,19919,Murrumbeena Railway Station (Murrumbeena),-37.8901983179693,145.067374870414,Murrumbeena
95,19920,Carnegie Railway Station (Carnegie),-37.8862414786323,145.058575063543,Carnegie
96,19921,Werribee Railway Station (Werribee),-37.8993780465601,144.661118011171,Werribee
97,19922,Hoppers Crossing Railway Station (Hoppers Crossing),-37.8832761791168,144.700954931478,Hoppers Crossing
98,19923,Laverton Railway Station (Laverton),-37.8636940413851,144.772616667956,Laverton
99,19924,Aircraft Railway Station (Laverton),-37.8666059462953,144.760809437357,Laverton
100,19925,Westona Railway Station (Altona),-37.8651634836576,144.813493563455,Altona
101,19926,Altona Railway Station (Altona),-37.8671475960047,144.829644740664,Altona
102,19927,Seaholme Railway Station (Seaholme),-37.8678423061915,144.840957728627,Seaholme
103,19928,Westgarth Railway Station (Northcote),-37.7806206974559,144.999233186635,Northcote
104,19929,Dennis Railway Station (Northcote),-37.779187287481,145.008241630012,Northcote
105,19930,Fairfield Railway Station (Fairfield),-37.7791712565636,145.016905299916,Fairfield
106,19931,Alphington Railway Station (Alphington),-37.7783936317016,145.031254932307,Alphington
107,19932,Darebin Railway Station (Ivanhoe),-37.7749634109414,145.038475977422,Ivanhoe
108,19933,Ivanhoe Railway Station (Ivanhoe),-37.7688967438294,145.045425188311,Ivanhoe
109,19934,Eaglemont Railway Station (Eaglemont),-37.7635855335936,145.053942691014,Eaglemont
110,19935,Heidelberg Railway Station (Heidelberg),-37.7570729333161,145.060685522992,Heidelberg
111,19936,Rosanna Railway Station (Rosanna),-37.7428786002719,145.066140290226,Rosanna
112,19937,Moorabbin Railway Station (Moorabbin),-37.9343532865884,145.036738286425,Moorabbin
113,19938,Patterson Railway Station (Bentleigh),-37.925149188298,145.035470026499,Bentleigh
114,19939,Bentleigh Railway Station (Bentleigh),-37.9174245729258,145.036995134208,Bentleigh
115,19940,McKinnon Railway Station (Mckinnon),-37.9103090338988,145.038298971504,Mckinnon
116,19941,Ormond Railway Station (Ormond),-37.9032116703047,145.039613418163,Ormond
117,19942,Glenhuntly Railway Station (Glen Huntly),-37.8897194619673,145.042222854186,Glen Huntly
118,19943,Caulfield Railway Station (Caulfield East),-37.8774594614914,145.042524781036,Caulfield East
119,19944,Malvern Railway Station (Malvern),-37.8662532993077,145.029293938791,Malvern
120,19945,Armadale Railway Station (Armadale),-37.8564523828025,145.019325537875,Armadale
121,19946,Toorak Railway Station (Armadale),-37.8507738052708,145.013908582451,Armadale
122,19947,Hawksburn Railway Station (South Yarra),-37.8445908738041,145.002142057363,South Yarra
123,19948,Sandringham Railway Station (Sandringham),-37.9503301772263,145.004561358882,Sandringham
124,19949,Hampton Railway Station (Hampton),-37.9379768129133,145.00147057003,Hampton
125,19950,Brighton Beach Railway Station (Brighton),-37.9264843202728,144.989153550272,Brighton
126,19951,Middle Brighton Railway Station (Brighton),-37.9151344061991,144.996299088376,Brighton
127,19952,North Brighton Railway Station (Brighton),-37.9048872134148,145.00260503336,Brighton
128,19953,Gardenvale Railway Station (Brighton),-37.8966950752374,145.004168434303,Brighton
129,19954,Elsternwick Railway Station (Elsternwick),-37.8847531121206,145.000897873416,Elsternwick
130,19955,Ripponlea Railway Station (Ripponlea),-37.8759064268322,144.995236558908,Ripponlea
131,19956,Balaclava Railway Station (Balaclava),-37.8694877274449,144.993512099451,Balaclava
132,19957,Windsor Railway Station (Windsor),-37.8560530796968,144.992035170295,Windsor
133,19958,Prahran Railway Station (Prahran),-37.8495184845853,144.989859924303,Prahran
134,19959,South Yarra Railway Station (South Yarra),-37.8384493490771,144.992342213835,South Yarra
135,19960,Upfield Railway Station (Coolaroo),-37.6660777887279,144.946739938663,Coolaroo
136,19961,Gowrie Railway Station (Glenroy),-37.7006779971249,144.958874324034,Glenroy
137,19962,Fawkner Railway Station (Fawkner),-37.7146212867289,144.960545025448,Fawkner
138,19963,Merlynston Railway Station (Coburg North),-37.7209338911812,144.961313546073,Coburg North
139,19964,Batman Railway Station (Coburg North),-37.7335228508837,144.962840551625,Coburg North
140,19965,Coburg Railway Station (Coburg),-37.7423450211381,144.963336336826,Coburg
141,19966,Moreland Railway Station (Coburg),-37.7544848430078,144.961823032047,Coburg
142,19967,Anstey Railway Station (Brunswick),-37.7612420288492,144.960684043548,Brunswick
143,19968,Brunswick Railway Station (Brunswick),-37.7677205467189,144.959586536251,Brunswick
144,19969,Jewell Railway Station (Brunswick),-37.7749870223388,144.958716910938,Brunswick
145,19970,Royal Park Railway Station (Parkville),-37.7811929299072,144.952301268806,Parkville
146,19971,Flemington Bridge Railway Station (North Melbourne),-37.7881399497849,144.939323282774,North Melbourne
147,19972,Macaulay Railway Station (North Melbourne),-37.7942667317326,144.936166325307,North Melbourne
148,19973,North Melbourne Railway Station (West Melbourne),-37.8074187741737,144.942569782519,West Melbourne
149,19974,Clifton Hill Railway Station (Clifton Hill),-37.7886574531492,144.995416701875,Clifton Hill
150,19975,Victoria Park Railway Station (Abbotsford),-37.7991578245232,144.994451425812,Abbotsford
151,19976,Collingwood Railway Station (Abbotsford),-37.8045259264571,144.993749666428,Abbotsford
152,19977,North Richmond Railway Station (Richmond),-37.810398356473,144.992500261754,Richmond
153,19978,West Richmond Railway Station (Richmond),-37.8149489647723,144.991422784198,Richmond
154,19979,Jolimont-MCG Railway Station (East Melbourne),-37.8165270224388,144.984098336822,East Melbourne
155,19983,Macleod Railway Station (Macleod),-37.7260123045348,145.069143320058,Macleod
156,19984,Watsonia Railway Station (Watsonia),-37.7109579769573,145.083793381187,Watsonia
157,19985,Greensborough Railway Station (Greensborough),-37.7039540802734,145.108247408528,Greensborough
158,19986,Montmorency Railway Station (Montmorency),-37.7152962435564,145.121515737914,Montmorency
159,19987,Eltham Railway Station (Eltham),-37.7135496724624,145.147822019567,Eltham
160,19988,Diamond Creek Railway Station (Diamond Creek),-37.6732974392921,145.15850619152,Diamond Creek
161,19989,Wattle Glen Railway Station (Wattle Glen),-37.6639679229939,145.181614533441,Wattle Glen
162,19990,Hurstbridge Railway Station (Hurstbridge),-37.6393981687758,145.192016891245,Hurstbridge
163,19991,Williamstown Railway Station (Williamstown),-37.8677529166559,144.905323308917,Williamstown
164,19992,Williamstown Beach Railway Station (Williamstown),-37.8639818878493,144.894483676562,Williamstown
165,19993,North Williamstown Railway Station (Williamstown),-37.857333476648,144.889069465486,Williamstown
166,19994,Newport Railway Station (Newport),-37.8427175700734,144.883599911799,Newport
167,19995,Spotswood Railway Station (Spotswood),-37.8306388752155,144.885933453191,Spotswood
168,19996,Yarraville Railway Station (Yarraville),-37.8158504436292,144.889933707057,Yarraville
169,19997,Seddon Railway Station (Seddon),-37.8090051386731,144.895671569116,Seddon
170,20000,Watergardens Railway Station (Sydenham),-37.7011287184526,144.77418045437,Sydenham
171,20001,Keilor Plains Railway Station (St Albans),-37.7292793433497,144.793738065375,St Albans
172,20002,St Albans Railway Station (St Albans),-37.7448613127395,144.800050450996,St Albans
173,20003,Ginifer Railway Station (St Albans),-37.7600670702248,144.811348134992,St Albans
174,20004,Albion Railway Station (Sunshine North),-37.7776528079371,144.824703607774,Sunshine North
175,20005,Epping Railway Station (Epping),-37.652186657019,145.031067771128,Epping
176,20006,Lalor Railway Station (Lalor),-37.6658507466575,145.017193167351,Lalor
177,20007,Thomastown Railway Station (Thomastown),-37.680338088895,145.01427887056,Thomastown
178,20008,Keon Park Railway Station (Thomastown),-37.6948701213679,145.011883817693,Thomastown
179,20009,Ruthven Railway Station (Reservoir),-37.7078975350625,145.0095166168,Reservoir
180,20010,Reservoir Railway Station (Reservoir),-37.7168849163482,145.006995821329,Reservoir
181,20011,Regent Railway Station (Reservoir),-37.728402771293,145.002772560524,Reservoir
182,20012,Preston Railway Station (Preston),-37.7386742406,145.000521982623,Preston
183,20013,Bell Railway Station (Preston),-37.745562121809,145.000155033588,Preston
184,20014,Thornbury Railway Station (Thornbury),-37.7550517929283,144.998571518715,Thornbury
185,20015,Croxton Railway Station (Northcote),-37.7641010022199,144.997056186716,Northcote
186,20016,Northcote Railway Station (Northcote),-37.7698653716401,144.995277209924,Northcote
187,20017,Merri Railway Station (Northcote),-37.7778466758725,144.992972480498,Northcote
188,20019,Rushall Railway Station (Fitzroy North),-37.7832171114697,144.992407080112,Fitzroy North
189,20021,Sunshine Railway Station (Sunshine),-37.7885363319246,144.832878204953,Sunshine
190,20022,Tottenham Railway Station (West Footscray),-37.7992508990822,144.862944937737,West Footscray
191,20023,West Footscray Railway Station (West Footscray),-37.8018026560789,144.883984791224,West Footscray
192,20024,Middle Footscray Railway Station (Footscray),-37.8025046951241,144.891472083864,Footscray
193,20025,Footscray Railway Station (Footscray),-37.8010829790878,144.90319921519,Footscray
194,20026,South Kensington Railway Station (Kensington),-37.7995308742589,144.925469007521,Kensington
195,20027,Flemington Racecourse Railway Station (Flemington),-37.787201923265,144.907588697812,Flemington
196,20030,Broadmeadows Railway Station (Broadmeadows),-37.6830492642064,144.919613216031,Broadmeadows
197,20031,Jacana Railway Station (Glenroy),-37.69513078513,144.915850518758,Glenroy
198,20032,Glenroy Railway Station (Glenroy),-37.7045363302301,144.917220403897,Glenroy
199,20033,Oak Park Railway Station (Oak Park),-37.7179497287183,144.921518773078,Oak Park
200,20034,Pascoe Vale Railway Station (Pascoe Vale),-37.7307559550065,144.928195624317,Pascoe Vale
201,20035,Strathmore Railway Station (Strathmore),-37.7435913223491,144.927315711579,Strathmore
202,20036,Glenbervie Railway Station (Essendon),-37.7472098464194,144.920938683118,Essendon
203,20037,Essendon Railway Station (Essendon),-37.7560116950847,144.916197501013,Essendon
204,20038,Moonee Ponds Railway Station (Moonee Ponds),-37.7657066626859,144.919160695911,Moonee Ponds
205,20039,Ascot Vale Railway Station (Ascot Vale),-37.7753060851406,144.921820740203,Ascot Vale
206,20040,Newmarket Railway Station (Flemington),-37.7873276708958,144.928978466737,Flemington
207,20041,Kensington Railway Station (Kensington),-37.793780219493,144.930524437443,Kensington
208,20042,Box Hill Railway Station (Box Hill),-37.8192216542506,145.121428934402,Box Hill
209,22180,Southern Cross Railway Station (Melbourne City),-37.8179364275294,144.951411219785,Melbourne City
210,40220,Roxburgh Park Railway Station (Roxburgh Park),-37.6382312060577,144.935403682146,Roxburgh Park
211,40221,Craigieburn Railway Station (Craigieburn),-37.6018169039432,144.943320312888,Craigieburn
212,44817,Coolaroo Railway Station (Coolaroo),-37.6610025309683,144.92605556678,Coolaroo
213,45793,Lynbrook Railway Station (Lynbrook),-38.0573411764351,145.249275114245,Lynbrook
214,45794,Cardinia Road Railway Station (Pakenham),-38.0712904706636,145.437791007046,Pakenham
215,45795,South Morang Railway Station (South Morang),-37.6491587964667,145.067032423831,South Morang
216,46468,Williams Landing Railway Station (Williams Landing),-37.8698653272894,144.747444719947,Williams Landing
217,52095,Southland Railway Station (Cheltenham),-37.9587557102014,145.049120854534,Cheltenham
218,52159,Middle Gorge Railway Station (South Morang),-37.6440613010269,145.092143976183,South Morang
219,52160,Hawkstowe Railway Station (South Morang),-37.6229945495185,145.097396181538,South Morang
220,52161,Mernda Railway Station (Mernda),-37.6025479723383,145.100884990291,Mernda
0,10311,45-Glenferrie Rd/Wattletree Rd (Malvern),-37.8624551974814,145.028508493713,Malvern
1,10371,44-Duncraig Ave/Wattletree Rd (Armadale),-37.8620693430489,145.025381503661,Armadale
2,1083,42-Clyde St/Raleigh Rd (Maribyrnong),-37.7696986370071,144.898841257316,Maribyrnong
3,11285,43-Egerton Rd/Wattletree Rd (Armadale),-37.8617098209387,145.022753985843,Armadale
4,1185,50-Vincent St/Wattletree Rd (Malvern East),-37.864226269092,145.043375161327,Malvern East
5,12599,42-Kooyong Rd/Wattletree Rd (Armadale),-37.8613464183028,145.019899262257,Armadale
6,1291,51-Erica Ave/Wattletree Rd (Malvern East),-37.8646127817757,145.046570531224,Malvern East
7,1292,38-Renown St/Sydney Rd (Coburg),-37.7316189410946,144.964265699442,Coburg
8,13401,28-Punt Rd/High St (Prahran),-37.850563561429,144.984046708179,Prahran
9,13995,44-Barb St/Raleigh Rd (Maribyrnong),-37.7688912370602,144.891984560365,Maribyrnong
10,14033,29-Perth St/High St (Prahran),-37.8510500877367,144.987727134116,Prahran
11,14614,30-Prahran Station/High St (Prahran),-37.8513186403338,144.989731474566,Prahran
12,14728,31-Chapel St/High St (Prahran),-37.851756467046,144.99320872374,Prahran
13,15559,45-Randall St/Raleigh Rd (Maribyrnong),-37.7686294104152,144.888938214592,Maribyrnong
14,15699,32-Hornby St/High St (Prahran),-37.8521989460251,144.996435851972,Prahran
15,1575,52-Burke Rd/Wattletree Rd (Malvern East),-37.8650763545021,145.050070824995,Malvern East
16,16610,33-The Avenue/High St (Prahran),-37.8524343403598,144.998088827111,Prahran
17,16713,34-Bell St/Sydney Rd (Coburg),-37.7414709211878,144.966469738312,Coburg
18,16714,33-Coburg Market/Sydney Rd (Coburg),-37.7432587353562,144.96614843984,Coburg
19,16715,32-Munro St/Sydney Rd (Coburg),-37.7450647587307,144.965837974213,Coburg
20,16716,31-Reynard St/Sydney Rd (Coburg),-37.7487396573475,144.96520392047,Coburg
21,16717,30-The Avenue/Sydney Rd (Coburg),-37.7520732405704,144.96463589898,Coburg
22,16718,34-Lewisham Rd/High St (Prahran),-37.8526507312802,144.999685499624,Prahran
23,16719,28-Moreland Rd/Sydney Rd (Brunswick),-37.7556402303876,144.964016018802,Brunswick
24,16720,27-Brunswick Tram Depot/Sydney Rd (Brunswick),-37.7578145712136,144.963638581575,Brunswick
25,16721,26-Albion St/Sydney Rd (Brunswick),-37.760959175516,144.963086937257,Brunswick
26,16722,25-Stewart St/Sydney Rd (Brunswick),-37.7632323967908,144.962695373577,Brunswick
27,16723,24-Brunswick Baptist Church/Sydney Rd (Brunswick),-37.7655776756106,144.962301804823,Brunswick
28,16724,23-Victoria St/Sydney Rd (Brunswick),-37.7671410623345,144.962031845405,Brunswick
29,16725,22-Albert St/Sydney Rd (Brunswick),-37.7689470621972,144.961721153568,Brunswick
30,16726,21-Brunswick Town Hall/Sydney Rd (Brunswick),-37.7716426455656,144.961261128651,Brunswick
31,16727,20-Barkly Square/115 Sydney Rd (Brunswick),-37.7748418604526,144.960741813361,Brunswick
32,16728,19-Brunswick Rd/Sydney Rd (Brunswick),-37.7775912839477,144.960268872629,Brunswick
33,16730,17-Ievers St/Royal Pde (Parkville),-37.7818880286246,144.959639798693,Parkville
34,16731,16-Visy Park/Royal Pde (Parkville),-37.784855588661,144.959274308767,Parkville
35,16732,15-Leonard St/Royal Pde (Parkville),-37.7879310385188,144.958894459914,Parkville
36,16733,14-Macarthur Rd/Royal Pde (Parkville),-37.7900174319281,144.958643998436,Parkville
37,16734,13-Gatehouse St/Royal Pde (Parkville),-37.7926791219199,144.958309546413,Parkville
38,16735,12-Morrah St/Royal Pde (Parkville),-37.7956556771203,144.957943682364,Parkville
39,16736,11-University of Melbourne/Royal Pde (Parkville),-37.7982731113992,144.957655817436,Parkville
40,16738,35-Williams Rd/High St (Prahran),-37.8530109496424,145.00232392275,Prahran
41,16739,36-Chatsworth Rd/High St (Prahran),-37.8535555751941,145.006275808897,Prahran
42,16740,37-Airlie Ave/High St (Prahran),-37.8538661890932,145.008654223863,Prahran
43,16741,38-Orrong Rd/High St (Prahran),-37.8542198880685,145.011452032342,Prahran
44,16742,39-Auburn Gr/High St (Armadale),-37.8546848695829,145.014974291975,Armadale
45,16743,40-Armadale Station/High St (Armadale),-37.8551185160135,145.018247388115,Armadale
46,16744,41-Kooyong Rd/High St (Armadale),-37.8554191187517,145.020580711877,Armadale
47,16745,42-Huntingtower Rd/High St (Armadale),-37.85583154364,145.023672587281,Armadale
48,16746,43-Mercer Rd/High St (Armadale),-37.8561218890654,145.025938034936,Armadale
49,16747,44-Glenferrie Rd/High St (Malvern),-37.8565364575433,145.029166307829,Malvern
50,16748,45-De La Salle College/High St (Malvern),-37.8569417407218,145.032383499148,Malvern
51,16749,46-Fraser St/High St (Malvern),-37.8573831577274,145.035611134122,Malvern
52,16750,47-Dixon St/High St (Malvern),-37.8576935640575,145.038012543333,Malvern
53,16751,48-Tooronga Rd/High St (Glen Iris),-37.8580775671492,145.041048539387,Glen Iris
54,16752,49-Harold Holt Swim Centre/High St (Glen Iris),-37.858454372767,145.044198422562,Glen Iris
55,16753,50-Belmont Ave/High St (Glen Iris),-37.8589452563451,145.048254647391,Glen Iris
56,16754,51-Burke Rd/High St (Glen Iris),-37.8593096654599,145.051211702636,Glen Iris
57,16755,52-Boyanda Rd/High St (Glen Iris),-37.8596137548237,145.053795276896,Glen Iris
58,16757,53-Malvern Rd/High St (Glen Iris),-37.8599981088144,145.056331298164,Glen Iris
59,16758,52-Boyanda Rd/High St (Glen Iris),-37.8597824715441,145.054188670717,Glen Iris
60,16759,51-Burke Rd/High St (Glen Iris),-37.8594857058288,145.051502596794,Glen Iris
61,16760,50-Belmont Ave/High St (Glen Iris),-37.8591100354732,145.048409431862,Glen Iris
62,16761,49-Harold Holt Swim Centre/High St (Glen Iris),-37.8586700474939,145.044704211228,Glen Iris
63,16762,48-Tooronga Rd/High St (Glen Iris),-37.8582720256638,145.041361649363,Glen Iris
64,16764,47-Dixon St/High St (Malvern),-37.8578196735499,145.038009199395,Malvern
65,16765,46-Fraser St/High St (Malvern),-37.8575575292364,145.035799731109,Malvern
66,16766,45-De La Salle College/High St (Malvern),-37.8571574650463,145.032889240976,Malvern
67,16767,44-Glenferrie Rd/High St (Malvern),-37.8567043037329,145.02950282056,Malvern
68,16768,43-Mercer Rd/High St (Armadale),-37.8562889822279,145.026229094255,Armadale
69,16769,42-Huntingtower Rd/High St (Armadale),-37.8559963534832,145.023827309351,Armadale
70,16770,41-Kooyong Rd/High St (Armadale),-37.8555850786323,145.020803590932,Armadale
71,16771,40-Armadale Station/High St (Armadale),-37.8552743249116,145.018402337578,Armadale
72,16772,39-Auburn Gr/High St (Armadale),-37.8548715368821,145.015355721945,Armadale
73,16773,38-Orrong Rd/High St (Armadale),-37.8543864402974,145.011708968351,Armadale
74,16774,37-Airlie Ave/High St (Prahran),-37.8539928730026,145.00868491183,Prahran
75,16775,36-Chatsworth Rd/High St (Prahran),-37.8537639403415,145.006872572986,Prahran
76,16776,35-Williams Rd/High St (Prahran),-37.8531690918207,145.002615157312,Prahran
77,16777,34-Lewisham Rd/High St (Prahran),-37.8528292112475,145.000112562951,Prahran
78,16778,33-The Avenue/High St (Prahran),-37.852623378873,144.998606523123,Prahran
79,1696,51-Nott St/Wattletree Rd (Malvern East),-37.8647820884121,145.046998020808,Malvern East
80,17306,40-North Coburg Terminus/Sydney Rd (Coburg North),-37.7275799981749,144.963650151836,Coburg North
81,17307,39-Mercy College/Sydney Rd (Coburg North),-37.7298906497122,144.963859170437,Coburg North
82,17308,38-Carr St/Sydney Rd (Coburg North),-37.7321118173884,144.964626647696,Coburg North
83,17309,37-Gaffney St/Sydney Rd (Coburg North),-37.733855577222,144.965407237242,Coburg North
84,17310,36-Rogers St/Sydney Rd (Coburg),-37.7355343214141,144.9660761667,Coburg
85,17311,35-St Pauls Catholic Church/Sydney Rd (Coburg),-37.7375046330419,144.96693005852,Coburg
86,17312,34-Bell St/Sydney Rd (Coburg),-37.7411587871036,144.966659853407,Coburg
87,17313,33-Coburg Market/Sydney Rd (Coburg),-37.7431361532803,144.966356069976,Coburg
